,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,,,Special Teams,Special Teams,,Assists,Assists,Assists,Shot Data,Shot Data,Ice Time,Ice Time,
356,Mark Lamb,30,MTL,C,39,1,0,1,-13,18,-1.2,1,0,0,0,0,0,0,23,4.3,,,lambma01
356,Mark Lamb,30,PHI,C,8,0,2,2,1,2,0,0,0,0,0,2,0,0,7,0,,,lambma01
357,Denny Lambert,25,MDA,LW,13,1,3,4,3,4,0.2,1,0,0,0,3,0,0,14,7.1,,,lambede01
358,Robert Lang,24,LAK,C,36,4,8,12,-7,4,0.3,4,0,0,0,7,1,0,38,10.5,,,langro01
359,Darren Langdon,24,NYR,LW,18,1,1,2,0,62,-0.1,1,0,0,0,1,0,0,6,16.7,,,langdda01
360,Jamie Langenbrunner,19,DAL,C,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,,,langeja01
361,Daniel Laperriere,25,TOT,D,17,1,1,2,-3,15,0.5,0,1,0,0,1,0,0,18,5.6,,,laperda01
361,Daniel Laperriere,25,OTT,D,13,1,1,2,-4,0,0.4,0,1,0,0,1,0,0,18,5.6,,,laperda01
361,Daniel Laperriere,25,STL,D,4,0,0,0,1,15,0.1,0,0,0,0,0,0,0,0,,,,laperda01
362,Ian Laperriere,21,STL,C,37,13,14,27,12,85,2.9,12,1,0,1,12,2,0,53,24.5,,,laperia01
363,Claude Lapointe,26,QUE,C,29,4,8,12,5,41,0.7,4,0,0,0,7,0,1,40,10,,,lapoicl01
364,Martin Lapointe,21,DET,RW,39,4,6,10,1,73,0.2,4,0,0,1,6,0,0,46,8.7,,,lapoima01
365,Igor Larionov*,34,SJS,C,33,4,20,24,-3,14,1.6,4,0,0,1,16,2,2,69,5.8,,,larioig01
366,Steve Larmer,33,NYR,RW,47,14,15,29,8,16,3.2,10,3,1,4,11,4,0,116,12.1,,,larmest01
367,Steve Larouche,23,OTT,RW,18,8,7,15,-5,6,1.6,6,2,0,2,2,5,0,38,21.1,,,laroust01
368,Janne Laukkanen,24,QUE,D,11,0,3,3,3,4,0.6,0,0,0,0,1,2,0,12,0,,,laukkja01
369,Paul Laus,24,FLA,D,37,0,7,7,12,138,3.1,0,0,0,0,7,0,0,18,0,,,lauspa01
370,Eric Lavigne,22,LAK,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,,,,laviger01
371,Mark Lawrence,23,DAL,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,lawrema01
372,Stephen Leach,29,BOS,RW,35,5,6,11,-3,68,0.6,4,1,0,1,4,2,0,82,6.1,,,leachst01
373,Stephan Lebeau,26,MDA,C,38,8,16,24,6,12,2.1,7,1,0,2,12,4,0,70,11.4,,,lebeast01
374,John LeBlanc,31,WIN,RW,2,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,,,,leblajo01
375,John LeClair,25,TOT,LW,46,26,28,54,20,30,6.8,20,6,0,7,17,11,0,131,19.8,,,leclajo01
375,John LeClair,25,PHI,LW,37,25,24,49,21,20,6.5,20,5,0,7,14,10,0,113,22.1,,,leclajo01
375,John LeClair,25,MTL,LW,9,1,4,5,-1,10,0.3,0,1,0,0,3,1,0,18,5.6,,,leclajo01
376,Grant Ledyard,33,DAL,D,38,5,13,18,6,20,3.9,1,4,0,0,6,6,1,79,6.3,,,ledyagr01
377,Gary Leeman,30,VAN,RW,10,2,0,2,-3,0,0,2,0,0,1,0,0,0,14,14.3,,,leemaga01
378,Brian Leetch*,26,NYR,D,48,9,32,41,0,18,6.4,6,3,0,2,13,18,1,182,4.9,,,leetcbr01
379,Sylvain Lefebvre,27,QUE,D,48,2,11,13,13,17,2.8,2,0,0,0,8,3,0,81,2.5,,,lefebsy01
380,Claude Lemieux,29,NJD,LW,45,6,13,19,2,86,1.2,5,1,0,1,12,0,1,117,5.1,,,lemiecl01
381,Jocelyn Lemieux,27,HAR,RW,41,6,5,11,-7,32,0.3,6,0,0,1,4,0,1,78,7.7,,,lemiejo01
382,Francois Leroux,24,PIT,D,40,0,2,2,7,114,0.9,0,0,0,0,2,0,0,19,0,,,leroufr01
383,Curtis Leschyshyn,25,QUE,D,44,2,13,15,29,20,4,2,0,0,0,7,4,2,43,4.7,,,leschcu01
384,Scott Levins,25,OTT,RW,24,5,6,11,4,51,1.1,5,0,0,0,5,1,0,34,14.7,,,levinsc01
385,Doug Lidster,34,STL,D,37,2,7,9,9,12,2,1,1,0,0,7,0,0,37,5.4,,,lidstdo01
386,Nicklas Lidström*,24,DET,D,43,10,16,26,15,6,5.5,3,7,0,0,12,4,0,90,11.1,,,lidstni01
387,John Lilley,22,MDA,C,9,2,2,4,2,5,0.4,1,1,0,0,2,0,0,10,20,,,lillejo01
388,Jamie Linden,22,FLA,RW,4,0,0,0,-1,17,-0.1,0,0,0,0,0,0,0,0,,,,lindeja01
389,Trevor Linden,24,VAN,C,48,18,22,40,-5,40,3.9,9,9,0,1,8,14,0,129,14,,,lindetr01
390,Brett Lindros,19,NYI,RW,33,1,3,4,-8,100,-0.6,1,0,0,1,3,0,0,35,2.9,,,lindrbr01
391,Eric Lindros*,21,PHI,C,46,29,41,70,27,60,8.8,22,7,0,4,24,17,0,144,20.1,,,lindrer01
392,Bill Lindsay,23,FLA,LW,48,10,9,19,1,46,1.7,9,0,1,0,8,1,0,63,15.9,,,lindsbi01
393,Chris Lipuma,23,TBL,D,1,0,0,0,2,0,0.2,0,0,0,0,0,0,0,1,0,,,lipumch01
394,Andrei Lomakin,30,FLA,LW,31,1,6,7,-5,6,-0.1,0,1,0,0,4,2,0,25,4,,,lomakan01
395,Troy Loney,31,TOT,LW,30,5,4,9,-2,23,0.5,3,2,0,1,4,0,0,47,10.6,,,loneytr01
395,Troy Loney,31,NYI,LW,26,5,4,9,0,23,0.7,3,2,0,1,4,0,0,45,11.1,,,loneytr01
395,Troy Loney,31,NYR,LW,4,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,2,0,,,loneytr01
396,Kevin Lowe*,35,NYR,D,44,1,7,8,-2,58,2.3,0,1,0,0,7,0,0,35,2.9,,,loweke01
397,Dave Lowry,29,FLA,LW,45,10,10,20,-3,25,1.7,8,2,0,3,5,5,0,70,14.3,,,lowryda01
398,Craig Ludwig,33,DAL,D,47,2,7,9,-6,61,2.3,2,0,0,0,7,0,0,55,3.6,,,ludwicr01
399,Jyrki Lumme,28,VAN,D,36,5,12,17,4,26,3.2,2,3,0,1,7,3,2,78,6.4,,,lummejy01
400,Chris Luongo,27,NYI,D,47,1,3,4,-2,36,1.6,1,0,0,0,2,0,1,44,2.3,,,luongch01
401,Paul MacDermid,31,QUE,RW,14,3,1,4,3,22,0.3,3,0,0,1,1,0,0,13,23.1,,,macdepa01
402,Doug MacDonald,25,BUF,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,,,macdodo01
403,Al MacInnis*,31,STL,D,32,8,20,28,19,43,4.9,6,2,0,0,9,10,1,110,7.3,,,macinal01
404,Norm Maciver,30,TOT,D,41,4,16,20,-2,16,3,2,2,0,0,11,5,0,50,8,,,macivno01
404,Norm Maciver,30,OTT,D,28,4,7,11,-9,10,1.7,2,2,0,0,5,2,0,30,13.3,,,macivno01
404,Norm Maciver,30,PIT,D,13,0,9,9,7,6,1.4,0,0,0,0,6,3,0,20,0,,,macivno01
405,John MacLean,30,NJD,RW,46,17,12,29,13,32,3.5,14,2,1,0,6,6,0,139,12.2,,,maclejo01
406,Jamie Macoun,33,TOR,D,46,2,8,10,-6,75,2.3,1,1,0,0,8,0,0,84,2.4,,,macouja01
407,Craig MacTavish,36,PHI,C,45,3,9,12,2,23,0.3,3,0,0,0,9,0,0,38,7.9,,,mactacr01
408,Sergei Makarov*,36,SJS,RW,43,10,14,24,-4,40,1.9,9,1,0,1,12,2,0,56,17.9,,,makarse01
409,Mikko Makela,29,BOS,RW,11,1,2,3,0,0,0.1,0,1,0,0,0,2,0,10,10,,,makelmi01
410,Vladimir Malakhov,26,TOT,D,40,4,17,21,-3,46,3.2,3,1,0,0,7,10,0,91,4.4,,,malakvl01
410,Vladimir Malakhov,26,NYI,D,26,3,13,16,-1,32,2.4,2,1,0,0,6,7,0,61,4.9,,,malakvl01
410,Vladimir Malakhov,26,MTL,D,14,1,4,5,-2,14,0.8,1,0,0,0,1,3,0,30,3.3,,,malakvl01
411,Stewart Malgunas,24,PHI,D,4,0,0,0,-1,4,0.1,0,0,0,0,0,0,0,1,0,,,malgust01
412,Marek Malík,19,HAR,D,1,0,1,1,1,0,0.2,0,0,0,0,1,0,0,0,,,,malikma01
413,Troy Mallette,24,OTT,LW,23,3,5,8,6,35,0.7,3,0,0,1,5,0,0,21,14.3,,,malletr01
414,Kirk Maltby,22,EDM,RW,47,8,3,11,-11,49,0.2,6,0,2,1,2,1,0,73,11,,,maltbki01
415,Kent Manderville,23,TOR,LW,36,0,1,1,-2,22,-0.8,0,0,0,0,1,0,0,43,0,,,mandeke01
416,Dave Manson,28,WIN,D,44,3,15,18,-20,139,1.3,1,2,0,1,8,6,1,104,2.9,,,mansoda01
417,Todd Marchant,21,EDM,C,45,13,14,27,-3,32,2.4,8,3,2,2,10,4,0,95,13.7,,,marchto01
418,Bryan Marchment,25,EDM,D,40,1,5,6,-11,184,0.7,1,0,0,0,4,0,1,57,1.8,,,marchbr02
419,Chris Marinucci,23,NYI,C,12,1,4,5,-1,2,0.2,1,0,0,0,3,1,0,11,9.1,,,marinch01
420,Gordon Mark,30,EDM,D,18,0,2,2,-9,35,-0.1,0,0,0,0,1,0,1,21,0,,,markgo01
421,Grant Marshall,21,DAL,RW,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,0,,,,marshgr01
422,Jason Marshall,23,MDA,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0,,,marshja02
423,Craig Martin,24,WIN,RW,20,0,1,1,-4,19,-0.6,0,0,0,0,1,0,0,3,0,,,marticr01
424,Matt Martin,23,TOR,D,15,0,0,0,2,13,0.7,0,0,0,0,0,0,0,14,0,,,martima01
425,Stephane Matteau,25,NYR,LW,41,3,5,8,-8,25,-0.2,3,0,0,0,5,0,0,37,8.1,,,mattest01
426,Richard Matvichuk,21,DAL,D,14,0,2,2,-7,14,0.2,0,0,0,0,1,1,0,21,0,,,matviri01
427,Alan May,30,TOT,LW,34,2,3,5,3,119,-0.1,2,0,0,0,3,0,0,28,7.1,,,mayal01
427,Alan May,30,DAL,LW,27,1,1,2,1,106,-0.3,1,0,0,0,1,0,0,23,4.3,,,mayal01
427,Alan May,30,CGY,LW,7,1,2,3,2,13,0.2,1,0,0,0,2,0,0,5,20,,,mayal01
428,Brad May,23,BUF,LW,33,3,3,6,5,87,0.3,2,1,0,0,3,0,0,42,7.1,,,maybr01
429,Chris McAlpine,23,NJD,D,24,0,3,3,4,17,1.4,0,0,0,0,3,0,0,19,0,,,mcalpch01
430,Dean McAmmond,21,EDM,LW,6,0,0,0,-1,0,-0.2,0,0,0,0,0,0,0,3,0,,,mcammde01
431,Sandy McCarthy,22,CGY,RW,37,5,3,8,1,101,0.1,5,0,0,2,2,1,0,29,17.2,,,mccarsa01
432,Darren McCarty,22,DET,RW,31,5,8,13,5,88,0.9,4,1,0,2,7,1,0,27,18.5,,,mccarda02
433,Shawn McCosh,25,NYR,C,5,1,0,1,1,2,0.1,1,0,0,0,0,0,0,2,50,,,mccossh01
434,Brad McCrimmon,35,HAR,D,33,0,1,1,7,42,1.6,0,0,0,0,1,0,0,13,0,,,mccribr01
435,Shawn McEachern,25,PIT,RW,44,13,13,26,4,22,2.2,10,1,2,1,12,1,0,97,13.4,,,mceacsh01
436,Ryan McGill,25,TOT,D,20,0,0,0,-4,21,0.3,0,0,0,0,0,0,0,8,0,,,mcgilry01
436,Ryan McGill,25,PHI,D,12,0,0,0,0,13,0.4,0,0,0,0,0,0,0,2,0,,,mcgilry01
436,Ryan McGill,25,EDM,D,8,0,0,0,-4,8,-0.1,0,0,0,0,0,0,0,6,0,,,mcgilry01
437,Marty McInnis,24,NYI,LW,41,9,7,16,-1,8,1.3,9,0,0,1,5,2,0,68,13.2,,,mcinnma01
438,John McIntyre,25,VAN,C,28,0,4,4,-3,37,-0.5,0,0,0,0,4,0,0,6,0,,,mcintjo01
439,Randy McKay,28,NJD,RW,33,5,7,12,10,44,1.1,5,0,0,0,6,1,0,44,11.4,,,mckayra02
440,Jim McKenzie,25,PIT,LW,39,2,1,3,-7,63,-1.1,2,0,0,1,1,0,0,16,12.5,,,mckenji02
441,Andrew McKim,24,DET,C,2,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,0,,,,mckiman01
442,Dave McLlwain,28,OTT,C,43,5,6,11,-26,22,-0.3,4,1,0,0,5,1,0,48,10.4,,,mcllwda01
443,Basil McRae,34,STL,LW,21,0,5,5,4,72,-0.1,0,0,0,0,5,0,0,14,0,,,mcraeba01
444,Marty McSorley,31,LAK,D,41,3,18,21,-14,83,2.1,2,1,0,0,9,6,3,75,4,,,mcsorma01
445,Don McSween,30,MDA,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,mcswedo01
446,Dean Melanson,21,BUF,D,5,0,0,0,-1,4,0.2,0,0,0,0,0,0,0,1,0,,,melande01
447,Scott Mellanby,28,FLA,RW,48,13,12,25,-16,90,2,9,4,0,5,6,6,0,130,10,,,mellasc01
448,Joby Messier,24,NYR,D,10,0,2,2,2,18,0.7,0,0,0,0,2,0,0,4,0,,,messijo01
449,Mark Messier*,34,NYR,C,46,14,39,53,8,40,5.4,8,3,3,2,22,17,0,126,11.1,,,messima01
450,Oleg Mikulchik,30,WIN,D,25,0,2,2,10,12,1.3,0,0,0,0,2,0,0,5,0,,,mikulol01
451,Corey Millen,30,TOT,C,45,5,18,23,6,36,1.7,4,1,0,0,15,3,0,74,6.8,,,milleco01
451,Corey Millen,30,DAL,C,28,3,15,18,4,28,1.4,2,1,0,0,12,3,0,44,6.8,,,milleco01
451,Corey Millen,30,NJD,C,17,2,3,5,2,8,0.3,2,0,0,0,3,0,0,30,6.7,,,milleco01
452,Aaron Miller,23,QUE,D,9,0,3,3,2,6,0.5,0,0,0,0,3,0,0,12,0,,,milleaa01
453,Kelly Miller,31,WSH,RW,48,10,13,23,5,6,2.1,8,2,0,1,9,3,1,70,14.3,,,milleke01
454,Kevin Miller,29,TOT,LW,36,8,12,20,4,13,1.7,6,1,1,2,11,1,0,60,13.3,,,milleke02
454,Kevin Miller,29,SJS,LW,21,6,7,13,0,13,1.2,4,1,1,2,6,1,0,41,14.6,,,milleke02
454,Kevin Miller,29,STL,LW,15,2,5,7,4,0,0.5,2,0,0,0,5,0,0,19,10.5,,,milleke02
455,Kip Miller,25,NYI,C,8,0,1,1,1,0,-0.1,0,0,0,0,1,0,0,11,0,,,milleki01
456,Boris Mironov,22,EDM,D,29,1,7,8,-9,40,0.8,1,0,0,0,2,5,0,48,2.1,,,mironbo01
457,Dmitri Mironov,29,TOR,D,33,5,12,17,6,28,3.6,3,2,0,0,4,8,0,68,7.4,,,mirondm01
458,Mike Modano*,24,DAL,C,30,12,17,29,7,8,3.3,7,4,1,0,10,7,0,100,12,,,modanmi01
459,Jaroslav Modrý,23,NJD,D,11,0,0,0,-1,0,0.3,0,0,0,0,0,0,0,10,0,,,modryja01
460,Sandy Moger,25,BOS,RW,18,2,6,8,-1,6,0.5,0,2,0,0,4,2,0,32,6.3,,,mogersa01
461,Alexander Mogilny,25,BUF,RW,44,19,28,47,0,36,5.1,7,12,0,2,13,14,1,148,12.8,,,mogilal01
462,Randy Moller,31,FLA,D,17,0,3,3,-5,16,0.7,0,0,0,0,3,0,0,12,0,,,mollera01
463,Sergio Momesso,29,VAN,LW,48,10,15,25,-2,65,1.9,4,6,0,1,15,0,0,82,12.2,,,momesse01
464,Jim Montgomery,25,TOT,C,13,1,1,2,-4,8,-0.2,1,0,0,0,0,1,0,13,7.7,,,montgji01
464,Jim Montgomery,25,PHI,C,8,1,1,2,-2,6,0,1,0,0,0,0,1,0,10,10,,,montgji01
464,Jim Montgomery,25,MTL,C,5,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,3,0,,,montgji01
465,Jay More,26,SJS,D,45,0,6,6,7,71,2.1,0,0,0,0,6,0,0,25,0,,,moreja01
466,Scott Morrow,25,CGY,LW,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,1,0,,,morrosc01
467,Joe Mullen*,37,PIT,RW,45,16,21,37,15,6,3.8,9,5,2,3,16,4,1,78,20.5,,,mullejo01
468,Kirk Muller,28,TOT,C,45,11,16,27,-18,47,1.8,6,4,1,2,13,3,0,97,11.3,,,mulleki01
468,Kirk Muller,28,MTL,C,33,8,11,19,-21,33,0.9,5,3,0,1,9,2,0,81,9.9,,,mulleki01
468,Kirk Muller,28,NYI,C,12,3,5,8,3,14,0.8,1,1,1,1,4,1,0,16,18.8,,,mulleki01
469,Craig Muni,32,BUF,D,40,0,6,6,-4,36,2,0,0,0,0,6,0,0,32,0,,,municr01
470,Gord Murphy,27,FLA,D,46,6,16,22,-14,24,3.7,1,5,0,0,10,6,0,94,6.4,,,murphgo01
471,Joe Murphy,27,CHI,RW,40,23,18,41,7,89,5.1,16,7,0,3,9,8,1,120,19.2,,,murphjo01
472,Larry Murphy*,33,PIT,D,48,13,25,38,12,18,5.7,9,4,0,3,15,7,3,124,10.5,,,murphla01
473,Chris Murray,20,MTL,RW,3,0,0,0,0,4,-0.1,0,0,0,0,0,0,0,0,,,,murrach01
474,Glen Murray,22,BOS,LW,35,5,2,7,-11,46,-0.1,5,0,0,2,2,0,0,64,7.8,,,murragl01
475,Rob Murray,27,WIN,C,10,0,2,2,1,2,-0.1,0,0,0,0,2,0,0,5,0,,,murraro01
476,Troy Murray,32,TOT,C,46,4,12,16,-2,39,0.7,4,0,0,1,11,1,0,45,8.9,,,murratr01
476,Troy Murray,32,OTT,C,33,4,10,14,-1,16,0.9,4,0,0,1,9,1,0,38,10.5,,,murratr01
476,Troy Murray,32,PIT,C,13,0,2,2,-1,23,-0.3,0,0,0,0,2,0,0,7,0,,,murratr01
477,Dana Murzyn,28,VAN,D,40,0,8,8,14,129,2.7,0,0,0,0,8,0,0,29,0,,,murzyda01
478,Frantisek Musil,30,CGY,D,35,0,5,5,6,61,1.6,0,0,0,0,5,0,0,18,0,,,musilfr01
479,Brantt Myhres,20,TBL,RW,15,2,0,2,-2,81,0,2,0,0,1,0,0,0,4,50,,,myhrebr01
480,Evgeny Namestnikov,23,VAN,D,16,0,3,3,2,4,0.8,0,0,0,0,3,0,0,18,0,,,namesjo01
481,Markus Näslund,21,PIT,RW,14,2,2,4,0,2,0.1,2,0,0,0,1,1,0,13,15.4,,,nasluma02
482,Mats Näslund,35,BOS,LW,34,8,14,22,-4,4,1.9,6,2,0,1,5,9,0,48,16.7,,,nasluma01
483,Andrei Nazarov,20,SJS,LW,26,3,5,8,-1,94,0.3,3,0,0,0,4,1,0,19,15.8,,,nazaran01
484,Stan Neckar,19,OTT,D,48,1,3,4,-20,37,0.6,1,0,0,0,2,1,0,34,2.9,,,neckast01
485,Petr Nedved,23,NYR,C,46,11,12,23,-1,26,2,10,1,0,3,9,3,0,123,8.9,,,nedvepe01
486,Zdenek Nedved,19,TOR,RW,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,nedvezd01
487,Cam Neely*,29,BOS,RW,42,27,14,41,7,72,5.5,11,16,0,5,11,3,0,178,15.2,,,neelyca01
488,Jeff Nelson,22,WSH,C,10,1,0,1,-2,2,-0.1,1,0,0,0,0,0,0,4,25,,,nelsoje01
489,Sergei Nemchinov,31,NYR,LW,47,7,6,13,-6,16,0.5,7,0,0,3,6,0,0,67,10.4,,,nemchse01
490,Bernie Nicholls,33,CHI,C,48,22,29,51,4,32,5.7,9,11,2,5,12,17,0,114,19.3,,,nichobe01
491,Barry Nieckar,27,CGY,LW,3,0,0,0,0,12,-0.1,0,0,0,0,0,0,0,0,,,,nieckba01
492,Rob Niedermayer,20,FLA,C,48,4,6,10,-13,36,-0.2,3,1,0,0,4,2,0,58,6.9,,,niedero01
493,Scott Niedermayer*,21,NJD,D,48,4,15,19,19,18,5.1,0,4,0,0,10,4,1,52,7.7,,,niedesc01
494,Joe Nieuwendyk*,28,CGY,C,46,21,29,50,11,33,5.5,18,3,0,4,17,12,0,122,17.2,,,nieuwjo01
495,Andrei Nikolishin,21,HAR,C,39,8,10,18,7,10,1.6,6,1,1,0,7,3,0,57,14,,,nikolan01
496,Kent Nilsson,38,EDM,C,6,1,0,1,-5,0,-0.1,0,1,0,0,0,0,0,2,50,,,nilsske01
497,Owen Nolan,22,QUE,RW,46,30,19,49,21,46,6.5,15,13,2,8,15,4,0,137,21.9,,,nolanow01
498,Brian Noonan,29,NYR,RW,45,14,13,27,-3,26,2.6,7,7,0,1,9,3,1,95,14.7,,,noonabr01
499,Dwayne Norris,25,QUE,RW,13,1,2,3,1,2,0,1,0,0,1,2,0,0,7,14.3,,,norridw01
500,Mattias Norström,23,NYR,D,9,0,3,3,2,2,0.7,0,0,0,0,3,0,0,4,0,,,norstma01
501,Jeff Norton,29,TOT,D,48,3,27,30,22,72,5.3,3,0,0,1,21,6,0,48,6.3,,,nortoje01
501,Jeff Norton,29,STL,D,28,2,18,20,21,33,3.7,2,0,0,1,13,5,0,27,7.4,,,nortoje01
501,Jeff Norton,29,SJS,D,20,1,9,10,1,39,1.5,1,0,0,0,8,1,0,21,4.8,,,nortoje01
502,Teppo Numminen,26,WIN,D,42,5,16,21,12,16,3.9,3,2,0,0,10,6,0,86,5.8,,,nummite01
503,Michael Nylander,22,CGY,C,6,0,1,1,1,2,-0.1,0,0,0,0,1,0,0,2,0,,,nylanmi01
504,Sean O'Donnell,23,LAK,D,15,0,2,2,-2,49,0.4,0,0,0,0,2,0,0,12,0,,,odonnse01
505,Adam Oates*,32,BOS,C,48,12,41,53,-11,8,4.5,7,4,1,2,22,19,0,109,11,,,oatesad01
506,Lyle Odelein,26,MTL,D,48,3,7,10,-13,152,1.8,3,0,0,0,5,2,0,74,4.1,,,odelely01
507,Jeff Odgers,25,SJS,RW,48,4,3,7,-8,117,-0.5,4,0,0,1,3,0,0,47,8.5,,,odgerje01
508,Gino Odjick,24,VAN,LW,23,4,5,9,-3,109,0.5,4,0,0,0,4,1,0,35,11.4,,,odjicgi01
509,Roman Oksiuta,24,TOT,RW,38,16,4,20,-12,10,1.9,10,6,0,1,4,0,0,67,23.9,,,oksiuro01
509,Roman Oksiuta,24,EDM,RW,26,11,2,13,-14,8,1.1,6,5,0,0,2,0,0,52,21.2,,,oksiuro01
509,Roman Oksiuta,24,VAN,RW,12,5,2,7,2,2,0.9,4,1,0,1,2,0,0,15,33.3,,,oksiuro01
510,Fredrik Olausson,28,EDM,D,33,0,10,10,-4,20,1.3,0,0,0,0,9,1,0,52,0,,,olausfr01
511,Ed Olczyk,28,TOT,LW,33,4,9,13,-1,12,0.7,2,2,0,0,5,4,0,56,7.1,,,olczyed01
511,Ed Olczyk,28,NYR,LW,20,2,1,3,-2,4,-0.1,1,1,0,0,1,0,0,29,6.9,,,olczyed01
511,Ed Olczyk,28,WIN,LW,13,2,8,10,1,8,0.8,1,1,0,0,4,4,0,27,7.4,,,olczyed01
512,David Oliver,23,EDM,RW,44,16,14,30,-11,20,2.7,6,10,0,0,8,6,0,79,20.3,,,oliveda01
513,Mark Osborne,33,NYR,LW,37,1,3,4,-2,19,-0.5,1,0,0,0,2,0,1,32,3.1,,,osborma01
514,Joel Otto,33,CGY,C,47,8,13,21,8,130,1.5,6,0,2,2,12,0,1,46,17.4,,,ottojo01
515,Sandis Ozolinsh,22,SJS,D,48,9,16,25,-6,30,3.8,5,3,1,2,14,2,0,83,10.8,,,ozolisa01
516,Jim Paek,27,OTT,D,29,0,2,2,-5,28,0.7,0,0,0,0,2,0,0,16,0,,,paekji01
517,Ziggy Pálffy,22,NYI,LW,33,10,7,17,3,6,1.8,9,1,0,1,5,2,0,75,13.3,,,palffzi01
518,Grigori Panteleev,22,BOS,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,pantegr01
519,Richard Park,18,PIT,C,1,0,1,1,1,2,0.1,0,0,0,0,1,0,0,4,0,,,parkri01
520,James Patrick,31,CGY,D,43,0,10,10,-3,14,1.7,0,0,0,0,8,1,1,43,0,,,patrija01
521,Pat Peake,21,WSH,C,18,0,4,4,-6,12,-0.2,0,0,0,0,2,2,0,30,0,,,peakepa01
522,Rob Pearson,23,WSH,RW,32,0,6,6,-6,96,-0.3,0,0,0,0,5,1,0,34,0,,,pearsro01
523,Scott Pearson,25,TOT,RW,42,3,5,8,-14,74,-0.5,3,0,0,0,5,0,0,40,7.5,,,pearssc01
523,Scott Pearson,25,EDM,RW,28,1,4,5,-11,54,-0.5,1,0,0,0,4,0,0,21,4.8,,,pearssc01
523,Scott Pearson,25,BUF,RW,14,2,1,3,-3,20,0.1,2,0,0,0,1,0,0,19,10.5,,,pearssc01
524,Michael Peca,20,VAN,C,33,6,6,12,-6,30,0.6,4,2,0,1,4,2,0,46,13,,,pecami01
525,Tom Pederson,25,SJS,D,47,5,11,16,-14,31,2.1,5,0,0,0,6,5,0,59,8.5,,,pederto01
526,Mike Peluso,29,NJD,LW,46,2,9,11,5,167,0.2,2,0,0,1,9,0,0,27,7.4,,,pelusmi01
527,Jim Peplinski,34,CGY,LW,6,0,1,1,-2,11,-0.2,0,0,0,0,1,0,0,5,0,,,pepliji01
528,Yanic Perreault,23,LAK,C,26,2,5,7,3,20,0.2,2,0,0,1,4,1,0,43,4.7,,,perreya01
529,Michel Petit,30,LAK,D,40,5,12,17,4,84,3.1,3,2,0,0,10,2,0,70,7.1,,,petitmi01
530,Oleg Petrov,23,MTL,RW,12,2,3,5,-7,4,0.1,2,0,0,0,2,1,0,26,7.7,,,petrool01
531,Robert Petrovicky,21,HAR,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,petroro01
532,Michel Picard,25,OTT,LW,24,5,8,13,-1,14,1.1,4,1,0,0,4,4,0,33,15.2,,,picarmi01
533,Rich Pilon,26,NYI,D,20,1,1,2,-3,40,0.6,1,0,0,0,1,0,0,11,9.1,,,pilonri01
534,Lance Pitlick,27,OTT,D,15,0,1,1,-5,6,0.2,0,0,0,0,1,0,0,11,0,,,pitlila01
535,Michal Pivonka,29,WSH,C,46,10,23,33,3,50,3,4,4,2,2,12,9,2,80,12.5,,,pivonmi01
536,Derek Plante,24,BUF,C,47,3,19,22,-4,12,1.2,1,2,0,0,10,8,1,94,3.2,,,plantde01
537,Adrien Plavsic,25,TOT,D,18,2,2,4,8,8,1.7,2,0,0,0,2,0,0,35,5.7,,,plavsad01
537,Adrien Plavsic,25,TBL,D,15,2,1,3,5,4,1.3,2,0,0,0,1,0,0,24,8.3,,,plavsad01
537,Adrien Plavsic,25,VAN,D,3,0,1,1,3,4,0.4,0,0,0,0,1,0,0,11,0,,,plavsad01
538,Shjon Podein,26,PHI,LW,44,3,7,10,-2,33,0,3,0,0,1,6,0,1,48,6.3,,,podeish01
539,Rudy Poeschek,28,TBL,D,25,1,1,2,0,92,1.2,1,0,0,0,1,0,0,14,7.1,,,poescru01
540,Peter Popovic,26,MTL,D,33,0,5,5,-10,8,0.8,0,0,0,0,5,0,0,23,0,,,popovpe01
541,Marc Potvin,28,BOS,RW,6,0,1,1,1,4,0,0,0,0,0,1,0,0,4,0,,,potvima01
542,Dave Poulin,36,WSH,LW,29,4,5,9,2,10,0.6,2,0,2,0,5,0,0,30,13.3,,,poulida02
543,Patrick Poulin,21,CHI,LW,45,15,15,30,13,53,3.5,11,4,0,2,13,2,0,77,19.5,,,poulipa01
